,index,Institute,Academic Program Name,Quota,Category,Gender,Opening Rank,Closing Rank,Round,Course Time,Degree Type,IIT,State
50535,50535,National Institute of Technology Durgapur,electrical engineering,OS,OPEN-PwD,Gender-Neutral,976,976,6,4, bachelor of technology,0,West Bengal
50536,50536,National Institute of Technology Durgapur,electrical engineering,OS,EWS,Gender-Neutral,2788,2964,6,4, bachelor of technology,0,West Bengal
50537,50537,National Institute of Technology Durgapur,electrical engineering,OS,EWS,Female-only,4710,4710,6,4, bachelor of technology,0,West Bengal
50538,50538,National Institute of Technology Durgapur,electrical engineering,OS,OBC-NCL,Gender-Neutral,5341,6421,6,4, bachelor of technology,0,West Bengal
50539,50539,National Institute of Technology Durgapur,electrical engineering,OS,OBC-NCL,Female-only,11257,11387,6,4, bachelor of technology,0,West Bengal
50540,50540,National Institute of Technology Durgapur,electrical engineering,OS,OBC-NCL-PwD,Gender-Neutral,546,546,6,4, bachelor of technology,0,West Bengal
50541,50541,National Institute of Technology Durgapur,electrical engineering,OS,SC,Gender-Neutral,2674,3542,6,4, bachelor of technology,0,West Bengal
50542,50542,National Institute of Technology Durgapur,electrical engineering,OS,SC,Female-only,5640,6017,6,4, bachelor of technology,0,West Bengal
50543,50543,National Institute of Technology Durgapur,electrical engineering,OS,ST,Gender-Neutral,1389,1420,6,4, bachelor of technology,0,West Bengal
50544,50544,National Institute of Technology Durgapur,electrical engineering,OS,ST,Female-only,1619,1619,6,4, bachelor of technology,0,West Bengal
50545,50545,National Institute of Technology Durgapur,electronics and communication engineering,HS,GEN,Gender-Neutral,12227,15149,6,4, bachelor of technology,0,West Bengal
50546,50546,National Institute of Technology Durgapur,electronics and communication engineering,HS,GEN,Female-only,20107,22154,6,4, bachelor of technology,0,West Bengal
50547,50547,National Institute of Technology Durgapur,electronics and communication engineering,HS,OPEN-PwD,Female-only,615,615,6,4, bachelor of technology,0,West Bengal
50548,50548,National Institute of Technology Durgapur,electronics and communication engineering,HS,EWS,Gender-Neutral,3125,4023,6,4, bachelor of technology,0,West Bengal
50549,50549,National Institute of Technology Durgapur,electronics and communication engineering,HS,EWS,Female-only,9506,9506,6,4, bachelor of technology,0,West Bengal
50550,50550,National Institute of Technology Durgapur,electronics and communication engineering,HS,OBC-NCL,Gender-Neutral,6196,13882,6,4, bachelor of technology,0,West Bengal
50551,50551,National Institute of Technology Durgapur,electronics and communication engineering,HS,OBC-NCL,Female-only,21182,24146,6,4, bachelor of technology,0,West Bengal
50552,50552,National Institute of Technology Durgapur,electronics and communication engineering,HS,OBC-NCL-PwD,Gender-Neutral,122,122,6,4, bachelor of technology,0,West Bengal
50553,50553,National Institute of Technology Durgapur,electronics and communication engineering,HS,SC,Gender-Neutral,2133,2800,6,4, bachelor of technology,0,West Bengal
50554,50554,National Institute of Technology Durgapur,electronics and communication engineering,HS,SC,Female-only,3651,3651,6,4, bachelor of technology,0,West Bengal
50555,50555,National Institute of Technology Durgapur,electronics and communication engineering,HS,ST,Gender-Neutral,1836,2544,6,4, bachelor of technology,0,West Bengal
50556,50556,National Institute of Technology Durgapur,electronics and communication engineering,HS,ST,Female-only,6868,6868,6,4, bachelor of technology,0,West Bengal
50557,50557,National Institute of Technology Durgapur,electronics and communication engineering,OS,GEN,Gender-Neutral,9921,13265,6,4, bachelor of technology,0,West Bengal
50558,50558,National Institute of Technology Durgapur,electronics and communication engineering,OS,GEN,Female-only,16194,21557,6,4, bachelor of technology,0,West Bengal
50559,50559,National Institute of Technology Durgapur,electronics and communication engineering,OS,OPEN-PwD,Gender-Neutral,439,439,6,4, bachelor of technology,0,West Bengal
50560,50560,National Institute of Technology Durgapur,electronics and communication engineering,OS,EWS,Gender-Neutral,1985,2117,6,4, bachelor of technology,0,West Bengal
50561,50561,National Institute of Technology Durgapur,electronics and communication engineering,OS,EWS,Female-only,3455,3455,6,4, bachelor of technology,0,West Bengal
50562,50562,National Institute of Technology Durgapur,electronics and communication engineering,OS,OBC-NCL,Gender-Neutral,2975,4188,6,4, bachelor of technology,0,West Bengal
50563,50563,National Institute of Technology Durgapur,electronics and communication engineering,OS,OBC-NCL,Female-only,6296,6936,6,4, bachelor of technology,0,West Bengal
50564,50564,National Institute of Technology Durgapur,electronics and communication engineering,OS,SC,Gender-Neutral,1948,2545,6,4, bachelor of technology,0,West Bengal
50565,50565,National Institute of Technology Durgapur,electronics and communication engineering,OS,SC,Female-only,2812,3197,6,4, bachelor of technology,0,West Bengal
50566,50566,National Institute of Technology Durgapur,electronics and communication engineering,OS,ST,Gender-Neutral,799,963,6,4, bachelor of technology,0,West Bengal
50567,50567,National Institute of Technology Durgapur,electronics and communication engineering,OS,ST,Female-only,1581,1581,6,4, bachelor of technology,0,West Bengal
50568,50568,National Institute of Technology Durgapur,mechanical engineering,HS,GEN,Gender-Neutral,20467,28575,6,4, bachelor of technology,0,West Bengal
50569,50569,National Institute of Technology Durgapur,mechanical engineering,HS,GEN,Female-only,26453,32323,6,4, bachelor of technology,0,West Bengal
50570,50570,National Institute of Technology Durgapur,mechanical engineering,HS,OPEN-PwD,Gender-Neutral,1511,1511,6,4, bachelor of technology,0,West Bengal
50571,50571,National Institute of Technology Durgapur,mechanical engineering,HS,EWS,Gender-Neutral,6659,8029,6,4, bachelor of technology,0,West Bengal
50572,50572,National Institute of Technology Durgapur,mechanical engineering,HS,EWS,Female-only,15432,17680,6,4, bachelor of technology,0,West Bengal
50573,50573,National Institute of Technology Durgapur,mechanical engineering,HS,OBC-NCL,Gender-Neutral,18286,25434,6,4, bachelor of technology,0,West Bengal
50574,50574,National Institute of Technology Durgapur,mechanical engineering,HS,OBC-NCL,Female-only,30389,40065,6,4, bachelor of technology,0,West Bengal
50575,50575,National Institute of Technology Durgapur,mechanical engineering,HS,SC,Gender-Neutral,4286,6153,6,4, bachelor of technology,0,West Bengal
50576,50576,National Institute of Technology Durgapur,mechanical engineering,HS,SC,Female-only,7168,8801,6,4, bachelor of technology,0,West Bengal
50577,50577,National Institute of Technology Durgapur,mechanical engineering,HS,ST,Gender-Neutral,2685,4422,6,4, bachelor of technology,0,West Bengal
50578,50578,National Institute of Technology Durgapur,mechanical engineering,HS,ST,Female-only,11904,19992,6,4, bachelor of technology,0,West Bengal
50579,50579,National Institute of Technology Durgapur,mechanical engineering,OS,GEN,Gender-Neutral,20547,27912,6,4, bachelor of technology,0,West Bengal
50580,50580,National Institute of Technology Durgapur,mechanical engineering,OS,GEN,Female-only,30811,38490,6,4, bachelor of technology,0,West Bengal
50581,50581,National Institute of Technology Durgapur,mechanical engineering,OS,OPEN-PwD,Gender-Neutral,1495,1495,6,4, bachelor of technology,0,West Bengal
50582,50582,National Institute of Technology Durgapur,mechanical engineering,OS,OPEN-PwD,Female-only,1810,1810,6,4, bachelor of technology,0,West Bengal
50583,50583,National Institute of Technology Durgapur,mechanical engineering,OS,EWS,Gender-Neutral,4132,4306,6,4, bachelor of technology,0,West Bengal
50584,50584,National Institute of Technology Durgapur,mechanical engineering,OS,EWS,Female-only,6591,6964,6,4, bachelor of technology,0,West Bengal
50585,50585,National Institute of Technology Durgapur,mechanical engineering,OS,EWS-PwD,Gender-Neutral,187,187,6,4, bachelor of technology,0,West Bengal
50586,50586,National Institute of Technology Durgapur,mechanical engineering,OS,OBC-NCL,Gender-Neutral,6947,8902,6,4, bachelor of technology,0,West Bengal
50587,50587,National Institute of Technology Durgapur,mechanical engineering,OS,OBC-NCL,Female-only,13452,16880,6,4, bachelor of technology,0,West Bengal
50588,50588,National Institute of Technology Durgapur,mechanical engineering,OS,OBC-NCL-PwD,Gender-Neutral,597,597,6,4, bachelor of technology,0,West Bengal
50589,50589,National Institute of Technology Durgapur,mechanical engineering,OS,SC,Gender-Neutral,3877,4891,6,4, bachelor of technology,0,West Bengal
50590,50590,National Institute of Technology Durgapur,mechanical engineering,OS,SC,Female-only,6354,8005,6,4, bachelor of technology,0,West Bengal
50591,50591,National Institute of Technology Durgapur,mechanical engineering,OS,ST,Gender-Neutral,1409,1856,6,4, bachelor of technology,0,West Bengal
50592,50592,National Institute of Technology Durgapur,mechanical engineering,OS,ST,Female-only,2373,2635,6,4, bachelor of technology,0,West Bengal
50593,50593,National Institute of Technology Durgapur,metallurgical and materials engineering,HS,GEN,Gender-Neutral,30690,40741,6,4, bachelor of technology,0,West Bengal
50594,50594,National Institute of Technology Durgapur,metallurgical and materials engineering,HS,GEN,Female-only,41941,52034,6,4, bachelor of technology,0,West Bengal
50595,50595,National Institute of Technology Durgapur,metallurgical and materials engineering,HS,EWS,Gender-Neutral,9153,10124,6,4, bachelor of technology,0,West Bengal
50596,50596,National Institute of Technology Durgapur,metallurgical and materials engineering,HS,EWS,Female-only,25391,25391,6,4, bachelor of technology,0,West Bengal
50597,50597,National Institute of Technology Durgapur,metallurgical and materials engineering,HS,OBC-NCL,Gender-Neutral,28782,36185,6,4, bachelor of technology,0,West Bengal
50598,50598,National Institute of Technology Durgapur,metallurgical and materials engineering,HS,OBC-NCL,Female-only,34542,34542,6,4, bachelor of technology,0,West Bengal
50599,50599,National Institute of Technology Durgapur,metallurgical and materials engineering,HS,SC,Gender-Neutral,6816,7589,6,4, bachelor of technology,0,West Bengal
50600,50600,National Institute of Technology Durgapur,metallurgical and materials engineering,HS,SC,Female-only,9320,9320,6,4, bachelor of technology,0,West Bengal
50601,50601,National Institute of Technology Durgapur,metallurgical and materials engineering,HS,ST,Gender-Neutral,5697,7778,6,4, bachelor of technology,0,West Bengal
50602,50602,National Institute of Technology Durgapur,metallurgical and materials engineering,OS,GEN,Gender-Neutral,39735,43858,6,4, bachelor of technology,0,West Bengal
50603,50603,National Institute of Technology Durgapur,metallurgical and materials engineering,OS,GEN,Female-only,51552,53462,6,4, bachelor of technology,0,West Bengal
50604,50604,National Institute of Technology Durgapur,metallurgical and materials engineering,OS,OPEN-PwD,Gender-Neutral,2224,2224,6,4, bachelor of technology,0,West Bengal
50605,50605,National Institute of Technology Durgapur,metallurgical and materials engineering,OS,EWS,Gender-Neutral,6642,6831,6,4, bachelor of technology,0,West Bengal
50606,50606,National Institute of Technology Durgapur,metallurgical and materials engineering,OS,EWS,Female-only,8428,8428,6,4, bachelor of technology,0,West Bengal
50607,50607,National Institute of Technology Durgapur,metallurgical and materials engineering,OS,OBC-NCL,Gender-Neutral,11763,13886,6,4, bachelor of technology,0,West Bengal
50608,50608,National Institute of Technology Durgapur,metallurgical and materials engineering,OS,OBC-NCL,Female-only,19207,19207,6,4, bachelor of technology,0,West Bengal
50609,50609,National Institute of Technology Durgapur,metallurgical and materials engineering,OS,SC,Gender-Neutral,7538,7653,6,4, bachelor of technology,0,West Bengal
50610,50610,National Institute of Technology Durgapur,metallurgical and materials engineering,OS,SC,Female-only,8677,8677,6,4, bachelor of technology,0,West Bengal
50611,50611,National Institute of Technology Durgapur,metallurgical and materials engineering,OS,ST,Gender-Neutral,2165,2618,6,4, bachelor of technology,0,West Bengal
50612,50612,National Institute of Technology Durgapur,metallurgical and materials engineering,OS,ST,Female-only,3197,3197,6,4, bachelor of technology,0,West Bengal
50613,50613,National Institute of Technology Goa,civil engineering,GO,GEN,Gender-Neutral,43382,111287,6,4, bachelor of technology,0,Goa
50614,50614,National Institute of Technology Goa,civil engineering,GO,GEN,Female-only,133971,160557,6,4, bachelor of technology,0,Goa
50615,50615,National Institute of Technology Goa,civil engineering,GO,EWS,Gender-Neutral,59807,59807,6,4, bachelor of technology,0,Goa
50616,50616,National Institute of Technology Goa,civil engineering,GO,OBC-NCL,Gender-Neutral,92560,92560,6,4, bachelor of technology,0,Goa
50617,50617,National Institute of Technology Goa,civil engineering,GO,ST,Gender-Neutral,8772,8772,6,4, bachelor of technology,0,Goa
50618,50618,National Institute of Technology Goa,civil engineering,HS,GEN,Gender-Neutral,69961,69961,6,4, bachelor of technology,0,Goa
50619,50619,National Institute of Technology Goa,civil engineering,HS,OBC-NCL,Gender-Neutral,42126,42126,6,4, bachelor of technology,0,Goa
50620,50620,National Institute of Technology Goa,civil engineering,HS,SC,Gender-Neutral,20751,20751,6,4, bachelor of technology,0,Goa
50621,50621,National Institute of Technology Goa,civil engineering,OS,GEN,Gender-Neutral,34299,41098,6,4, bachelor of technology,0,Goa
50622,50622,National Institute of Technology Goa,civil engineering,OS,GEN,Female-only,44731,47270,6,4, bachelor of technology,0,Goa
50623,50623,National Institute of Technology Goa,civil engineering,OS,OPEN-PwD,Gender-Neutral,1667,1667,6,4, bachelor of technology,0,Goa
50624,50624,National Institute of Technology Goa,civil engineering,OS,EWS,Gender-Neutral,6561,6561,6,4, bachelor of technology,0,Goa
50625,50625,National Institute of Technology Goa,civil engineering,OS,OBC-NCL,Gender-Neutral,10692,11744,6,4, bachelor of technology,0,Goa
50626,50626,National Institute of Technology Goa,civil engineering,OS,OBC-NCL,Female-only,18561,18561,6,4, bachelor of technology,0,Goa
50627,50627,National Institute of Technology Goa,civil engineering,OS,SC,Gender-Neutral,5429,6163,6,4, bachelor of technology,0,Goa
50628,50628,National Institute of Technology Goa,civil engineering,OS,SC,Female-only,7081,7081,6,4, bachelor of technology,0,Goa
50629,50629,National Institute of Technology Goa,civil engineering,OS,ST,Gender-Neutral,1732,1732,6,4, bachelor of technology,0,Goa
50630,50630,National Institute of Technology Goa,computer science and engineering,GO,GEN,Gender-Neutral,20295,22698,6,4, bachelor of technology,0,Goa
50631,50631,National Institute of Technology Goa,computer science and engineering,GO,GEN,Female-only,17260,17260,6,4, bachelor of technology,0,Goa
50632,50632,National Institute of Technology Goa,computer science and engineering,GO,OPEN-PwD,Gender-Neutral,885,885,6,4, bachelor of technology,0,Goa
50633,50633,National Institute of Technology Goa,computer science and engineering,GO,EWS,Gender-Neutral,5503,7134,6,4, bachelor of technology,0,Goa
50634,50634,National Institute of Technology Goa,computer science and engineering,GO,OBC-NCL,Gender-Neutral,13244,20310,6,4, bachelor of technology,0,Goa
50635,50635,National Institute of Technology Goa,computer science and engineering,GO,SC,Gender-Neutral,22617,22996,6,4, bachelor of technology,0,Goa
50636,50636,National Institute of Technology Goa,computer science and engineering,GO,SC,Female-only,20226,20226,6,4, bachelor of technology,0,Goa
50637,50637,National Institute of Technology Goa,computer science and engineering,GO,ST,Gender-Neutral,6701,6701,6,4, bachelor of technology,0,Goa
50638,50638,National Institute of Technology Goa,computer science and engineering,GO,ST,Female-only,11662,11662,6,4, bachelor of technology,0,Goa
50639,50639,National Institute of Technology Goa,computer science and engineering,HS,GEN,Gender-Neutral,39030,39030,6,4, bachelor of technology,0,Goa
50640,50640,National Institute of Technology Goa,computer science and engineering,HS,OBC-NCL,Gender-Neutral,23434,23434,6,4, bachelor of technology,0,Goa
50641,50641,National Institute of Technology Goa,computer science and engineering,HS,OBC-NCL,Female-only,16867,16867,6,4, bachelor of technology,0,Goa
50642,50642,National Institute of Technology Goa,computer science and engineering,OS,GEN,Gender-Neutral,7773,11419,6,4, bachelor of technology,0,Goa
50643,50643,National Institute of Technology Goa,computer science and engineering,OS,GEN,Female-only,11251,14091,6,4, bachelor of technology,0,Goa
50644,50644,National Institute of Technology Goa,computer science and engineering,OS,EWS,Gender-Neutral,1801,1801,6,4, bachelor of technology,0,Goa
50645,50645,National Institute of Technology Goa,computer science and engineering,OS,OBC-NCL,Gender-Neutral,2653,4032,6,4, bachelor of technology,0,Goa
50646,50646,National Institute of Technology Goa,computer science and engineering,OS,OBC-NCL,Female-only,8502,8502,6,4, bachelor of technology,0,Goa
50647,50647,National Institute of Technology Goa,computer science and engineering,OS,SC,Gender-Neutral,1290,1919,6,4, bachelor of technology,0,Goa
50648,50648,National Institute of Technology Goa,computer science and engineering,OS,SC,Female-only,2765,2765,6,4, bachelor of technology,0,Goa
50649,50649,National Institute of Technology Goa,computer science and engineering,OS,ST,Gender-Neutral,284,284,6,4, bachelor of technology,0,Goa
50650,50650,National Institute of Technology Goa,electrical and electronics engineering,GO,GEN,Gender-Neutral,26823,43894,6,4, bachelor of technology,0,Goa
50651,50651,National Institute of Technology Goa,electrical and electronics engineering,GO,GEN,Female-only,42126,42126,6,4, bachelor of technology,0,Goa
50652,50652,National Institute of Technology Goa,electrical and electronics engineering,GO,EWS,Gender-Neutral,60419,60419,6,4, bachelor of technology,0,Goa
50653,50653,National Institute of Technology Goa,electrical and electronics engineering,GO,OBC-NCL,Gender-Neutral,49804,61699,6,4, bachelor of technology,0,Goa
50654,50654,National Institute of Technology Goa,electrical and electronics engineering,GO,OBC-NCL,Female-only,43363,43363,6,4, bachelor of technology,0,Goa
50655,50655,National Institute of Technology Goa,electrical and electronics engineering,GO,ST,Gender-Neutral,7714,7714,6,4, bachelor of technology,0,Goa
50656,50656,National Institute of Technology Goa,electrical and electronics engineering,HS,GEN,Gender-Neutral,69166,69166,6,4, bachelor of technology,0,Goa
50657,50657,National Institute of Technology Goa,electrical and electronics engineering,HS,GEN,Female-only,176913,176913,6,4, bachelor of technology,0,Goa
50658,50658,National Institute of Technology Goa,electrical and electronics engineering,HS,OBC-NCL,Gender-Neutral,37799,37799,6,4, bachelor of technology,0,Goa
50659,50659,National Institute of Technology Goa,electrical and electronics engineering,HS,SC,Gender-Neutral,11240,11240,6,4, bachelor of technology,0,Goa
50660,50660,National Institute of Technology Goa,electrical and electronics engineering,OS,GEN,Gender-Neutral,20497,22186,6,4, bachelor of technology,0,Goa
50661,50661,National Institute of Technology Goa,electrical and electronics engineering,OS,GEN,Female-only,28183,28183,6,4, bachelor of technology,0,Goa
50662,50662,National Institute of Technology Goa,electrical and electronics engineering,OS,OPEN-PwD,Gender-Neutral,763,763,6,4, bachelor of technology,0,Goa
50663,50663,National Institute of Technology Goa,electrical and electronics engineering,OS,EWS,Gender-Neutral,3714,3925,6,4, bachelor of technology,0,Goa
50664,50664,National Institute of Technology Goa,electrical and electronics engineering,OS,EWS,Female-only,5791,5791,6,4, bachelor of technology,0,Goa
50665,50665,National Institute of Technology Goa,electrical and electronics engineering,OS,OBC-NCL,Gender-Neutral,7586,8111,6,4, bachelor of technology,0,Goa
50666,50666,National Institute of Technology Goa,electrical and electronics engineering,OS,OBC-NCL,Female-only,13562,13562,6,4, bachelor of technology,0,Goa
50667,50667,National Institute of Technology Goa,electrical and electronics engineering,OS,SC,Gender-Neutral,4922,5092,6,4, bachelor of technology,0,Goa
50668,50668,National Institute of Technology Goa,electrical and electronics engineering,OS,SC,Female-only,5768,5768,6,4, bachelor of technology,0,Goa
50669,50669,National Institute of Technology Goa,electrical and electronics engineering,OS,ST,Gender-Neutral,1891,1891,6,4, bachelor of technology,0,Goa
50670,50670,National Institute of Technology Goa,electronics and communication engineering,GO,GEN,Gender-Neutral,31703,40651,6,4, bachelor of technology,0,Goa
50671,50671,National Institute of Technology Goa,electronics and communication engineering,GO,GEN,Female-only,26821,26821,6,4, bachelor of technology,0,Goa
50672,50672,National Institute of Technology Goa,electronics and communication engineering,GO,EWS,Gender-Neutral,37986,37986,6,4, bachelor of technology,0,Goa
50673,50673,National Institute of Technology Goa,electronics and communication engineering,GO,OBC-NCL,Gender-Neutral,28646,40808,6,4, bachelor of technology,0,Goa
50674,50674,National Institute of Technology Goa,electronics and communication engineering,GO,OBC-NCL,Female-only,40555,40555,6,4, bachelor of technology,0,Goa
50675,50675,National Institute of Technology Goa,electronics and communication engineering,GO,SC,Gender-Neutral,26189,31640,6,4, bachelor of technology,0,Goa
50676,50676,National Institute of Technology Goa,electronics and communication engineering,GO,SC,Female-only,14319,14319,6,4, bachelor of technology,0,Goa
50677,50677,National Institute of Technology Goa,electronics and communication engineering,HS,GEN,Gender-Neutral,46113,59590,6,4, bachelor of technology,0,Goa
50678,50678,National Institute of Technology Goa,electronics and communication engineering,HS,GEN,Female-only,95161,95161,6,4, bachelor of technology,0,Goa
50679,50679,National Institute of Technology Goa,electronics and communication engineering,HS,OBC-NCL,Gender-Neutral,33648,33648,6,4, bachelor of technology,0,Goa
50680,50680,National Institute of Technology Goa,electronics and communication engineering,HS,ST,Gender-Neutral,4711,4711,6,4, bachelor of technology,0,Goa
50681,50681,National Institute of Technology Goa,electronics and communication engineering,OS,GEN,Gender-Neutral,14061,17449,6,4, bachelor of technology,0,Goa
50682,50682,National Institute of Technology Goa,electronics and communication engineering,OS,GEN,Female-only,14241,14241,6,4, bachelor of technology,0,Goa
50683,50683,National Institute of Technology Goa,electronics and communication engineering,OS,EWS,Gender-Neutral,2914,2924,6,4, bachelor of technology,0,Goa
50684,50684,National Institute of Technology Goa,electronics and communication engineering,OS,EWS,Female-only,4525,4525,6,4, bachelor of technology,0,Goa
50685,50685,National Institute of Technology Goa,electronics and communication engineering,OS,OBC-NCL,Gender-Neutral,5757,6306,6,4, bachelor of technology,0,Goa
50686,50686,National Institute of Technology Goa,electronics and communication engineering,OS,OBC-NCL,Female-only,10238,10238,6,4, bachelor of technology,0,Goa
50687,50687,National Institute of Technology Goa,electronics and communication engineering,OS,SC,Gender-Neutral,2187,3927,6,4, bachelor of technology,0,Goa
50688,50688,National Institute of Technology Goa,electronics and communication engineering,OS,ST,Gender-Neutral,1765,1792,6,4, bachelor of technology,0,Goa
50689,50689,National Institute of Technology Goa,electronics and communication engineering,OS,ST,Female-only,1784,1784,6,4, bachelor of technology,0,Goa
50690,50690,National Institute of Technology Goa,mechanical engineering,GO,GEN,Gender-Neutral,44738,66222,6,4, bachelor of technology,0,Goa
50691,50691,National Institute of Technology Goa,mechanical engineering,GO,GEN,Female-only,54658,62409,6,4, bachelor of technology,0,Goa
50692,50692,National Institute of Technology Goa,mechanical engineering,GO,OBC-NCL,Gender-Neutral,81460,102191,6,4, bachelor of technology,0,Goa
50693,50693,National Institute of Technology Goa,mechanical engineering,GO,OBC-NCL,Female-only,91198,91198,6,4, bachelor of technology,0,Goa
50694,50694,National Institute of Technology Goa,mechanical engineering,GO,SC,Female-only,60127,60127,6,4, bachelor of technology,0,Goa
50695,50695,National Institute of Technology Goa,mechanical engineering,GO,ST,Gender-Neutral,13752,13752,6,4, bachelor of technology,0,Goa
50696,50696,National Institute of Technology Goa,mechanical engineering,HS,GEN,Gender-Neutral,108553,138308,6,4, bachelor of technology,0,Goa
50697,50697,National Institute of Technology Goa,mechanical engineering,HS,EWS,Gender-Neutral,22748,22748,6,4, bachelor of technology,0,Goa
50698,50698,National Institute of Technology Goa,mechanical engineering,OS,GEN,Gender-Neutral,19096,28232,6,4, bachelor of technology,0,Goa
50699,50699,National Institute of Technology Goa,mechanical engineering,OS,GEN,Female-only,41451,41588,6,4, bachelor of technology,0,Goa
50700,50700,National Institute of Technology Goa,mechanical engineering,OS,EWS,Gender-Neutral,4265,4265,6,4, bachelor of technology,0,Goa
50701,50701,National Institute of Technology Goa,mechanical engineering,OS,OBC-NCL,Gender-Neutral,9328,10036,6,4, bachelor of technology,0,Goa
50702,50702,National Institute of Technology Goa,mechanical engineering,OS,OBC-NCL,Female-only,17838,17838,6,4, bachelor of technology,0,Goa
50703,50703,National Institute of Technology Goa,mechanical engineering,OS,OBC-NCL-PwD,Gender-Neutral,756,756,6,4, bachelor of technology,0,Goa
50704,50704,National Institute of Technology Goa,mechanical engineering,OS,SC,Gender-Neutral,6414,6753,6,4, bachelor of technology,0,Goa
50705,50705,National Institute of Technology Goa,mechanical engineering,OS,ST,Gender-Neutral,2352,2352,6,4, bachelor of technology,0,Goa
50706,50706,National Institute of Technology Hamirpur,architecture,HS,GEN,Gender-Neutral,2591,9260,6,5, bachelor of architecture,0,Himachal Pradesh
50707,50707,National Institute of Technology Hamirpur,architecture,HS,GEN,Female-only,1540,2338,6,5, bachelor of architecture,0,Himachal Pradesh
50708,50708,National Institute of Technology Hamirpur,architecture,HS,EWS,Gender-Neutral,932,1597,6,5, bachelor of architecture,0,Himachal Pradesh
50709,50709,National Institute of Technology Hamirpur,architecture,HS,OBC-NCL,Gender-Neutral,6609,16715,6,5, bachelor of architecture,0,Himachal Pradesh
50710,50710,National Institute of Technology Hamirpur,architecture,HS,OBC-NCL,Female-only,5892,5892,6,5, bachelor of architecture,0,Himachal Pradesh
50711,50711,National Institute of Technology Hamirpur,architecture,HS,SC,Gender-Neutral,697,1121,6,5, bachelor of architecture,0,Himachal Pradesh
50712,50712,National Institute of Technology Hamirpur,architecture,HS,SC,Female-only,807,807,6,5, bachelor of architecture,0,Himachal Pradesh
50713,50713,National Institute of Technology Hamirpur,architecture,HS,ST,Gender-Neutral,432,432,6,5, bachelor of architecture,0,Himachal Pradesh
50714,50714,National Institute of Technology Hamirpur,architecture,HS,ST,Female-only,280,280,6,5, bachelor of architecture,0,Himachal Pradesh
50715,50715,National Institute of Technology Hamirpur,architecture,OS,GEN,Gender-Neutral,1023,1236,6,5, bachelor of architecture,0,Himachal Pradesh
50716,50716,National Institute of Technology Hamirpur,architecture,OS,GEN,Female-only,935,1082,6,5, bachelor of architecture,0,Himachal Pradesh
50717,50717,National Institute of Technology Hamirpur,architecture,OS,EWS,Gender-Neutral,293,325,6,5, bachelor of architecture,0,Himachal Pradesh
50718,50718,National Institute of Technology Hamirpur,architecture,OS,EWS,Female-only,179,179,6,5, bachelor of architecture,0,Himachal Pradesh
50719,50719,National Institute of Technology Hamirpur,architecture,OS,OBC-NCL,Gender-Neutral,534,588,6,5, bachelor of architecture,0,Himachal Pradesh
50720,50720,National Institute of Technology Hamirpur,architecture,OS,OBC-NCL,Female-only,441,519,6,5, bachelor of architecture,0,Himachal Pradesh
50721,50721,National Institute of Technology Hamirpur,architecture,OS,SC,Gender-Neutral,74,264,6,5, bachelor of architecture,0,Himachal Pradesh
50722,50722,National Institute of Technology Hamirpur,architecture,OS,SC,Female-only,158,158,6,5, bachelor of architecture,0,Himachal Pradesh
50723,50723,National Institute of Technology Hamirpur,architecture,OS,ST,Gender-Neutral,62,131,6,5, bachelor of architecture,0,Himachal Pradesh
50724,50724,National Institute of Technology Hamirpur,chemical engineering,HS,GEN,Gender-Neutral,61883,90124,6,4, bachelor of technology,0,Himachal Pradesh
50725,50725,National Institute of Technology Hamirpur,chemical engineering,HS,GEN,Female-only,91382,108055,6,4, bachelor of technology,0,Himachal Pradesh
50726,50726,National Institute of Technology Hamirpur,chemical engineering,HS,OPEN-PwD,Gender-Neutral,1767,1767,6,4, bachelor of technology,0,Himachal Pradesh
50727,50727,National Institute of Technology Hamirpur,chemical engineering,HS,EWS,Gender-Neutral,15352,16331,6,4, bachelor of technology,0,Himachal Pradesh
50728,50728,National Institute of Technology Hamirpur,chemical engineering,HS,EWS,Female-only,22509,22509,6,4, bachelor of technology,0,Himachal Pradesh
50729,50729,National Institute of Technology Hamirpur,chemical engineering,HS,OBC-NCL,Gender-Neutral,79368,100413,6,4, bachelor of technology,0,Himachal Pradesh
50730,50730,National Institute of Technology Hamirpur,chemical engineering,HS,OBC-NCL,Female-only,66971,70118,6,4, bachelor of technology,0,Himachal Pradesh
50731,50731,National Institute of Technology Hamirpur,chemical engineering,HS,SC,Gender-Neutral,5096,11309,6,4, bachelor of technology,0,Himachal Pradesh
50732,50732,National Institute of Technology Hamirpur,chemical engineering,HS,SC,Female-only,11964,11964,6,4, bachelor of technology,0,Himachal Pradesh
50733,50733,National Institute of Technology Hamirpur,chemical engineering,HS,ST,Gender-Neutral,3664,5212,6,4, bachelor of technology,0,Himachal Pradesh
50734,50734,National Institute of Technology Hamirpur,chemical engineering,HS,ST,Female-only,5707,5707,6,4, bachelor of technology,0,Himachal Pradesh
50735,50735,National Institute of Technology Hamirpur,chemical engineering,OS,GEN,Gender-Neutral,28250,37944,6,4, bachelor of technology,0,Himachal Pradesh
50736,50736,National Institute of Technology Hamirpur,chemical engineering,OS,GEN,Female-only,45772,47639,6,4, bachelor of technology,0,Himachal Pradesh
