,index,Institute,Academic Program Name,Quota,Category,Gender,Opening Rank,Closing Rank,Round,Course Time,Degree Type,IIT,State
50737,50737,National Institute of Technology Hamirpur,chemical engineering,OS,EWS,Gender-Neutral,5953,6060,6,4, bachelor of technology,0,Himachal Pradesh
50738,50738,National Institute of Technology Hamirpur,chemical engineering,OS,EWS,Female-only,7373,7373,6,4, bachelor of technology,0,Himachal Pradesh
50739,50739,National Institute of Technology Hamirpur,chemical engineering,OS,OBC-NCL,Gender-Neutral,10932,13249,6,4, bachelor of technology,0,Himachal Pradesh
50740,50740,National Institute of Technology Hamirpur,chemical engineering,OS,OBC-NCL,Female-only,14899,16822,6,4, bachelor of technology,0,Himachal Pradesh
50741,50741,National Institute of Technology Hamirpur,chemical engineering,OS,SC,Gender-Neutral,5644,7382,6,4, bachelor of technology,0,Himachal Pradesh
50742,50742,National Institute of Technology Hamirpur,chemical engineering,OS,SC,Female-only,8148,8148,6,4, bachelor of technology,0,Himachal Pradesh
50743,50743,National Institute of Technology Hamirpur,chemical engineering,OS,ST,Gender-Neutral,2528,2885,6,4, bachelor of technology,0,Himachal Pradesh
50744,50744,National Institute of Technology Hamirpur,civil engineering,HS,GEN,Gender-Neutral,31332,79537,6,4, bachelor of technology,0,Himachal Pradesh
50745,50745,National Institute of Technology Hamirpur,civil engineering,HS,GEN,Female-only,79916,98583,6,4, bachelor of technology,0,Himachal Pradesh
50746,50746,National Institute of Technology Hamirpur,civil engineering,HS,OPEN-PwD,Female-only,1368,1368,6,4, bachelor of technology,0,Himachal Pradesh
50747,50747,National Institute of Technology Hamirpur,civil engineering,HS,EWS,Gender-Neutral,13339,14403,6,4, bachelor of technology,0,Himachal Pradesh
50748,50748,National Institute of Technology Hamirpur,civil engineering,HS,EWS,Female-only,21652,21652,6,4, bachelor of technology,0,Himachal Pradesh
50749,50749,National Institute of Technology Hamirpur,civil engineering,HS,OBC-NCL,Gender-Neutral,39710,78651,6,4, bachelor of technology,0,Himachal Pradesh
50750,50750,National Institute of Technology Hamirpur,civil engineering,HS,OBC-NCL,Female-only,58951,75653,6,4, bachelor of technology,0,Himachal Pradesh
50751,50751,National Institute of Technology Hamirpur,civil engineering,HS,SC,Gender-Neutral,5107,8361,6,4, bachelor of technology,0,Himachal Pradesh
50752,50752,National Institute of Technology Hamirpur,civil engineering,HS,SC,Female-only,6726,10939,6,4, bachelor of technology,0,Himachal Pradesh
50753,50753,National Institute of Technology Hamirpur,civil engineering,HS,SC-PwD,Gender-Neutral,159,159,6,4, bachelor of technology,0,Himachal Pradesh
50754,50754,National Institute of Technology Hamirpur,civil engineering,HS,ST,Gender-Neutral,1847,2315,6,4, bachelor of technology,0,Himachal Pradesh
50755,50755,National Institute of Technology Hamirpur,civil engineering,HS,ST,Female-only,4008,4008,6,4, bachelor of technology,0,Himachal Pradesh
50756,50756,National Institute of Technology Hamirpur,civil engineering,OS,GEN,Gender-Neutral,27748,40957,6,4, bachelor of technology,0,Himachal Pradesh
50757,50757,National Institute of Technology Hamirpur,civil engineering,OS,GEN,Female-only,49010,54472,6,4, bachelor of technology,0,Himachal Pradesh
50758,50758,National Institute of Technology Hamirpur,civil engineering,OS,OPEN-PwD,Gender-Neutral,2221,2221,6,4, bachelor of technology,0,Himachal Pradesh
50759,50759,National Institute of Technology Hamirpur,civil engineering,OS,EWS,Gender-Neutral,6178,6346,6,4, bachelor of technology,0,Himachal Pradesh
50760,50760,National Institute of Technology Hamirpur,civil engineering,OS,EWS,Female-only,8775,8775,6,4, bachelor of technology,0,Himachal Pradesh
50761,50761,National Institute of Technology Hamirpur,civil engineering,OS,OBC-NCL,Gender-Neutral,10927,12597,6,4, bachelor of technology,0,Himachal Pradesh
50762,50762,National Institute of Technology Hamirpur,civil engineering,OS,OBC-NCL,Female-only,19898,20551,6,4, bachelor of technology,0,Himachal Pradesh
50763,50763,National Institute of Technology Hamirpur,civil engineering,OS,OBC-NCL-PwD,Gender-Neutral,926,926,6,4, bachelor of technology,0,Himachal Pradesh
50764,50764,National Institute of Technology Hamirpur,civil engineering,OS,SC,Gender-Neutral,4600,6671,6,4, bachelor of technology,0,Himachal Pradesh
50765,50765,National Institute of Technology Hamirpur,civil engineering,OS,SC,Female-only,6605,7121,6,4, bachelor of technology,0,Himachal Pradesh
50766,50766,National Institute of Technology Hamirpur,civil engineering,OS,ST,Gender-Neutral,1569,1745,6,4, bachelor of technology,0,Himachal Pradesh
50767,50767,National Institute of Technology Hamirpur,civil engineering,OS,ST,Female-only,2668,2668,6,4, bachelor of technology,0,Himachal Pradesh
50768,50768,National Institute of Technology Hamirpur,computer science and engineering,HS,GEN,Gender-Neutral,11171,20884,6,4, bachelor of technology,0,Himachal Pradesh
50769,50769,National Institute of Technology Hamirpur,computer science and engineering,HS,GEN,Female-only,20828,32031,6,4, bachelor of technology,0,Himachal Pradesh
50770,50770,National Institute of Technology Hamirpur,computer science and engineering,HS,OPEN-PwD,Gender-Neutral,666,666,6,4, bachelor of technology,0,Himachal Pradesh
50771,50771,National Institute of Technology Hamirpur,computer science and engineering,HS,EWS,Gender-Neutral,3578,4669,6,4, bachelor of technology,0,Himachal Pradesh
50772,50772,National Institute of Technology Hamirpur,computer science and engineering,HS,EWS,Female-only,6471,6471,6,4, bachelor of technology,0,Himachal Pradesh
50773,50773,National Institute of Technology Hamirpur,computer science and engineering,HS,OBC-NCL,Gender-Neutral,6814,19969,6,4, bachelor of technology,0,Himachal Pradesh
50774,50774,National Institute of Technology Hamirpur,computer science and engineering,HS,OBC-NCL,Female-only,9624,13756,6,4, bachelor of technology,0,Himachal Pradesh
50775,50775,National Institute of Technology Hamirpur,computer science and engineering,HS,SC,Gender-Neutral,986,3235,6,4, bachelor of technology,0,Himachal Pradesh
50776,50776,National Institute of Technology Hamirpur,computer science and engineering,HS,SC,Female-only,6191,7603,6,4, bachelor of technology,0,Himachal Pradesh
50777,50777,National Institute of Technology Hamirpur,computer science and engineering,HS,ST,Gender-Neutral,482,1418,6,4, bachelor of technology,0,Himachal Pradesh
50778,50778,National Institute of Technology Hamirpur,computer science and engineering,HS,ST,Female-only,797,797,6,4, bachelor of technology,0,Himachal Pradesh
50779,50779,National Institute of Technology Hamirpur,computer science and engineering,OS,GEN,Gender-Neutral,874,10499,6,4, bachelor of technology,0,Himachal Pradesh
50780,50780,National Institute of Technology Hamirpur,computer science and engineering,OS,GEN,Female-only,11695,14891,6,4, bachelor of technology,0,Himachal Pradesh
50781,50781,National Institute of Technology Hamirpur,computer science and engineering,OS,OPEN-PwD,Gender-Neutral,321,321,6,4, bachelor of technology,0,Himachal Pradesh
50782,50782,National Institute of Technology Hamirpur,computer science and engineering,OS,OPEN-PwD,Female-only,675,675,6,4, bachelor of technology,0,Himachal Pradesh
50783,50783,National Institute of Technology Hamirpur,computer science and engineering,OS,EWS,Gender-Neutral,1371,1505,6,4, bachelor of technology,0,Himachal Pradesh
50784,50784,National Institute of Technology Hamirpur,computer science and engineering,OS,EWS,Female-only,2362,2362,6,4, bachelor of technology,0,Himachal Pradesh
50785,50785,National Institute of Technology Hamirpur,computer science and engineering,OS,OBC-NCL,Gender-Neutral,2585,3396,6,4, bachelor of technology,0,Himachal Pradesh
50786,50786,National Institute of Technology Hamirpur,computer science and engineering,OS,OBC-NCL,Female-only,6413,7284,6,4, bachelor of technology,0,Himachal Pradesh
50787,50787,National Institute of Technology Hamirpur,computer science and engineering,OS,OBC-NCL-PwD,Gender-Neutral,209,209,6,4, bachelor of technology,0,Himachal Pradesh
50788,50788,National Institute of Technology Hamirpur,computer science and engineering,OS,SC,Gender-Neutral,1971,2356,6,4, bachelor of technology,0,Himachal Pradesh
50789,50789,National Institute of Technology Hamirpur,computer science and engineering,OS,SC,Female-only,2819,2869,6,4, bachelor of technology,0,Himachal Pradesh
50790,50790,National Institute of Technology Hamirpur,computer science and engineering,OS,ST,Gender-Neutral,808,921,6,4, bachelor of technology,0,Himachal Pradesh
50791,50791,National Institute of Technology Hamirpur,computer science and engineering,OS,ST,Female-only,951,951,6,4, bachelor of technology,0,Himachal Pradesh
50792,50792,National Institute of Technology Hamirpur,computer science and engineering,HS,GEN,Gender-Neutral,17065,23578,6,5, bachelor and master of technology (dual degree),0,Himachal Pradesh
50793,50793,National Institute of Technology Hamirpur,computer science and engineering,HS,GEN,Female-only,33734,33734,6,5, bachelor and master of technology (dual degree),0,Himachal Pradesh
50794,50794,National Institute of Technology Hamirpur,computer science and engineering,HS,OPEN-PwD,Gender-Neutral,813,813,6,5, bachelor and master of technology (dual degree),0,Himachal Pradesh
50795,50795,National Institute of Technology Hamirpur,computer science and engineering,HS,EWS,Gender-Neutral,5626,5626,6,5, bachelor and master of technology (dual degree),0,Himachal Pradesh
50796,50796,National Institute of Technology Hamirpur,computer science and engineering,HS,OBC-NCL,Gender-Neutral,7001,22556,6,5, bachelor and master of technology (dual degree),0,Himachal Pradesh
50797,50797,National Institute of Technology Hamirpur,computer science and engineering,HS,OBC-NCL,Female-only,26328,26328,6,5, bachelor and master of technology (dual degree),0,Himachal Pradesh
50798,50798,National Institute of Technology Hamirpur,computer science and engineering,HS,SC,Gender-Neutral,1415,1415,6,5, bachelor and master of technology (dual degree),0,Himachal Pradesh
50799,50799,National Institute of Technology Hamirpur,computer science and engineering,HS,SC,Female-only,7508,7508,6,5, bachelor and master of technology (dual degree),0,Himachal Pradesh
50800,50800,National Institute of Technology Hamirpur,computer science and engineering,HS,ST,Gender-Neutral,2397,2397,6,5, bachelor and master of technology (dual degree),0,Himachal Pradesh
50801,50801,National Institute of Technology Hamirpur,computer science and engineering,OS,GEN,Gender-Neutral,10086,12365,6,5, bachelor and master of technology (dual degree),0,Himachal Pradesh
50802,50802,National Institute of Technology Hamirpur,computer science and engineering,OS,GEN,Female-only,15484,15484,6,5, bachelor and master of technology (dual degree),0,Himachal Pradesh
50803,50803,National Institute of Technology Hamirpur,computer science and engineering,OS,EWS,Gender-Neutral,1674,1674,6,5, bachelor and master of technology (dual degree),0,Himachal Pradesh
50804,50804,National Institute of Technology Hamirpur,computer science and engineering,OS,EWS,Female-only,3640,3640,6,5, bachelor and master of technology (dual degree),0,Himachal Pradesh
50805,50805,National Institute of Technology Hamirpur,computer science and engineering,OS,OBC-NCL,Gender-Neutral,3550,4166,6,5, bachelor and master of technology (dual degree),0,Himachal Pradesh
50806,50806,National Institute of Technology Hamirpur,computer science and engineering,OS,OBC-NCL,Female-only,9438,9438,6,5, bachelor and master of technology (dual degree),0,Himachal Pradesh
50807,50807,National Institute of Technology Hamirpur,computer science and engineering,OS,SC,Gender-Neutral,1781,1964,6,5, bachelor and master of technology (dual degree),0,Himachal Pradesh
50808,50808,National Institute of Technology Hamirpur,computer science and engineering,OS,ST,Gender-Neutral,1230,1230,6,5, bachelor and master of technology (dual degree),0,Himachal Pradesh
50809,50809,National Institute of Technology Hamirpur,electrical engineering,HS,GEN,Gender-Neutral,26865,52350,6,4, bachelor of technology,0,Himachal Pradesh
50810,50810,National Institute of Technology Hamirpur,electrical engineering,HS,GEN,Female-only,70346,88358,6,4, bachelor of technology,0,Himachal Pradesh
50811,50811,National Institute of Technology Hamirpur,electrical engineering,HS,OPEN-PwD,Gender-Neutral,870,870,6,4, bachelor of technology,0,Himachal Pradesh
50812,50812,National Institute of Technology Hamirpur,electrical engineering,HS,EWS,Gender-Neutral,8771,10911,6,4, bachelor of technology,0,Himachal Pradesh
50813,50813,National Institute of Technology Hamirpur,electrical engineering,HS,EWS,Female-only,18227,18227,6,4, bachelor of technology,0,Himachal Pradesh
50814,50814,National Institute of Technology Hamirpur,electrical engineering,HS,OBC-NCL,Gender-Neutral,41975,70071,6,4, bachelor of technology,0,Himachal Pradesh
50815,50815,National Institute of Technology Hamirpur,electrical engineering,HS,OBC-NCL,Female-only,48562,71754,6,4, bachelor of technology,0,Himachal Pradesh
50816,50816,National Institute of Technology Hamirpur,electrical engineering,HS,SC,Gender-Neutral,4947,7981,6,4, bachelor of technology,0,Himachal Pradesh
50817,50817,National Institute of Technology Hamirpur,electrical engineering,HS,SC,Female-only,9847,10173,6,4, bachelor of technology,0,Himachal Pradesh
50818,50818,National Institute of Technology Hamirpur,electrical engineering,HS,ST,Gender-Neutral,1485,3115,6,4, bachelor of technology,0,Himachal Pradesh
50819,50819,National Institute of Technology Hamirpur,electrical engineering,HS,ST,Female-only,7829,7829,6,4, bachelor of technology,0,Himachal Pradesh
50820,50820,National Institute of Technology Hamirpur,electrical engineering,OS,GEN,Gender-Neutral,19782,24427,6,4, bachelor of technology,0,Himachal Pradesh
